drug1,drug2,drug3
110.733333333333,85.2,106.433333333333
4349.03333333333,4355.05,4142.13333333333
178.533333333333,192.775,186.666666666667
26.05,28.6,25.1
27.1,28.4,27.3
65.6,68.2,67.8
40.0333333333333,47.05,48.2
5308.46666666667,5464.825,5385.06666666667
91.7666666666667,86,83.4
3037.76666666667,2981.35,3189.9
888,833.6,845.333333333333
14.4,16.4,12.2
146.3,165.875,141.8
629.7,602.225,642.333333333333
28.1,33.5,27.8
37.9,29.7,29.5
417.233333333333,417.225,413.5
2.6,13.1,36.5
138.333333333333,128.725,133.133333333333
21.2666666666667,20.025,20.1
27.9666666666667,30.15,26.9
10.4,10,11.7
62.0666666666667,67.075,57.1333333333333
61.9666666666667,66.275,46.5666666666667
35.75,34.6,36.1
49.2333333333333,44.375,51.9333333333333
92.1666666666667,76,94.4666666666667
996.466666666667,943.3,1021.43333333333
24.2,26.1,28.2
40.6,37.4,43.2666666666667
55.4,46.15,50.5333333333333
21.8,28.2,21.4
141.8,102.45,102.433333333333
66.4,64.3,60.4
87.0333333333333,73,78
89.7,65.225,77
555.033333333333,577,543.266666666667
247.966666666667,272.125,232.666666666667
370.1,370.3,385.033333333333
134.533333333333,142.425,125.933333333333
92.5333333333333,94.25,77.4666666666667
409,399.225,382.2
16.7,15.5,16.1
937.733333333333,933.85,931.033333333333
71.8333333333333,60.975,79.9
16.5,22.8,16.3
234.633333333333,237.65,198.766666666667
19.4,14.9,15.7
66.2333333333333,59.525,56.4
111.5,101.275,103.066666666667
409.066666666667,403.8,393.733333333333
94.4666666666667,95.025,88
81.25,67.35,68.35
46.9333333333333,41.7,47.2
572.8,558.45,587.233333333333
28144.8,29324.9,28655.1333333333
302.066666666667,293.775,293.4
50.7,48.35,41.05
32.6333333333333,33.425,32.8666666666667
2209.46666666667,2145,1954.9
312.4,338.9,329.9
115.566666666667,96.475,113.3
73.7666666666667,67.275,69.7
152.35,173.8,158.5
66.9,60.3,73.1333333333333
12.55,14.3,19.3
14.75,14.3,11.1
1308.66666666667,1368,1264.93333333333
20.2333333333333,18.125,19.7
42,35.425,39.1666666666667
344.833333333333,344.225,359.933333333333
54.2,48.2666666666667,43.45
26.6,25.3,18
45.2,54.325,44.6
17.1,18.7,17.2
14.35,15.7333333333333,13.8
54.9666666666667,60.6,54.4333333333333
15926.9666666667,16856.3,16147.5666666667
8807.83333333333,8572.525,8589.23333333333
90.1,82.675,87.0666666666667
25.05,26.25,23.3
150.266666666667,150.475,141.033333333333
11.4,11,11.4
144.066666666667,146.475,148.533333333333
160.166666666667,147.075,153.1
41.4,42.7,47.6
32.35,34.2,34.25
318.766666666667,303.7,300.4
21.5666666666667,24.7,23.6333333333333
54.8666666666667,48.65,46.6333333333333
274.833333333333,239,305
27.95,27.7,22.25
62.75,82.9,60.85
880.9,825.75,834.266666666667
22.75,25.75,24.75
22.4666666666667,22.225,21.8333333333333
202.166666666667,204.675,218.066666666667
17.25,15.2,16.2
18.2,20.3,18.7666666666667
63.1,57.875,49.6666666666667
16.55,15.0333333333333,15.95
22.9,24.05,24.15
72.1,81.85,73
681.333333333333,707.775,768.6
322.933333333333,313.075,282.8
65.45,66.05,62.5
19.1333333333333,17.675,18.6333333333333
43.3,41.3,64.8
1251.3,1289.475,1374.6
21,17.8,21
23.45,23.85,24.9
15.9,15.2,19.2
20.3,24.5,24.2
37.45,41.3333333333333,39.8
140.566666666667,146.4,132.1
26.7,21.5,21.2
167.5,190.275,185.966666666667
43.5,41.975,38.6333333333333
35.5666666666667,49.325,57.7333333333333
1864.83333333333,1866.55,1756.6
311.033333333333,308.525,352.7
35.5,30.9,35.8
103.366666666667,112.225,117.533333333333
10.9,11.3,14.1
87.7333333333333,98.9,81.4666666666667
115.566666666667,121.825,115
112.6,101.025,116.033333333333
24.5,28.1,24.9
246.833333333333,225.625,254.1
45.1,50.225,46.0333333333333
117.166666666667,112.675,109.333333333333
681.133333333333,636.8,637.733333333333
73.5,86.225,105
52.0666666666667,48.675,53.3
945.066666666667,942.1,935.5
254.466666666667,254.275,293.4
24.9666666666667,22.15,24.2666666666667
38,30,38.6333333333333
293.3,253.425,280.366666666667
279.166666666667,258.875,272.2
214.933333333333,204.525,175.466666666667
229.466666666667,233.5,182.233333333333
995.333333333333,982.05,1007.56666666667
59.4333333333333,50.7,63.5
37.25,32.3333333333333,38.85
3693.23333333333,3671.875,3551.5
772.266666666667,752.75,817.833333333333
700.8,646.7,652.833333333333
32.85,32.6,32.1
457.633333333333,485.675,460
22.1,18.9,20
74.6333333333333,65.65,68.9
187.066666666667,169.975,189.2
115.9,101.475,112.633333333333
39.0666666666667,38.575,39.3666666666667
48.9333333333333,54.45,53.0666666666667
65.4,54.7,60.4666666666667
79.45,81.7,124.2
175.433333333333,175.775,168.5
44.6,42.55,44.5333333333333
99.8,95.975,90.3
160.8,148.325,181.866666666667
21.35,19.9333333333333,19.55
22.8,27.625,27.5
1459.6,1346.7,1389.3
41.95,40.85,55.95
95.4666666666667,86.6,88.9
215.4,196.9,205.466666666667
3730.9,3714.4,3158.4
164.066666666667,162.9,153.1
620,600.275,563.366666666667
43,44.7,36.1
653.366666666667,677.725,594.466666666667
337.733333333333,305.825,313.433333333333
204.266666666667,187.7,205.033333333333
266.766666666667,235.975,269.233333333333
307.733333333333,272.45,297.266666666667
41.1,50.05,39.3333333333333
42.5,46.4,46
334.533333333333,324.35,406.266666666667
976.966666666667,955.85,846.766666666667
56.6333333333333,60.625,56.8333333333333
29.2,42.775,35.1
342.333333333333,334.775,311.766666666667
155.933333333333,144.325,158.966666666667
43.3,42.95,43.4666666666667
13.5,13.3,17.5
2175.53333333333,2053.15,2127.3
119.633333333333,98.025,101.966666666667
59.9,56,58.0333333333333
357.3,349.7,342.2
71.3333333333333,58.8,75.8333333333333
82.3,93.75,63.8666666666667
279.7,298.5,260.333333333333
982,949.8,949.433333333333
35.2,34.7,32.5
40.35,38.1333333333333,41.5
23.95,24.6333333333333,24.9
45.05,54.3666666666667,39.45
1174.3,1195.475,1232.06666666667
34.7,34.9,37.7
590.5,554.725,608.766666666667
15.7333333333333,20.95,16.0333333333333
141.366666666667,137.975,138.8
51.45,50.9,50.35
43.05,39.1333333333333,38.6
44.2,54.15,50.8
59.2333333333333,44.95,44
277.233333333333,276.6,287.833333333333
89.6666666666667,82.975,81.2666666666667
30.4,34.6,31.1
193.666666666667,203.3,206.3
102.2,116.175,97.7
336.366666666667,348.125,331.2
12.95,10.35,13.45
31.9666666666667,35.775,32.9666666666667
265.366666666667,233.25,253.366666666667
190.433333333333,194.45,361.033333333333
4877.3,4749.375,4823.76666666667
96.6333333333333,93.025,97.2666666666667
3310.63333333333,3243.175,3414
3545.53333333333,3723.5,4314.03333333333
398.233333333333,354.55,458.933333333333
19.7,18.2,18.5
128.166666666667,100.05,128.5
48.1666666666667,49.175,41.7333333333333
52.7,39.75,51.8
117.1,111.075,115.633333333333
107.733333333333,103.925,96.9666666666667
56.0666666666667,56.4,43.9
574.333333333333,553.1,606.666666666667
87.7666666666667,69.95,74.4666666666667
92.6333333333333,77.35,93.9666666666667
23.2,24,24.6
270.166666666667,281.05,270.933333333333
944.133333333333,933.65,963.333333333333
48.25,46.6333333333333,49.65
87.0666666666667,90.525,87.1666666666667
56.2,58.8333333333333,50.8
31.1,34.775,32.9333333333333
173.433333333333,173.825,173.633333333333
242.533333333333,196.35,223.066666666667
13.3,12.5333333333333,13.7
830.666666666667,796.8,850.866666666667
381.433333333333,432.4,383.166666666667
775.033333333333,770.35,728.133333333333
2527.73333333333,2524.975,2529.03333333333
25.25,24.85,15.1
463.233333333333,465.85,481.066666666667
18.4333333333333,15.95,11.1
14.1,13.7,13.4
88,88.7,100.066666666667
12.7,13.8666666666667,12.85
624.133333333333,616.425,703.2
256.433333333333,241.1,254.333333333333
30.6,27.1,31.3
315.6,299.55,373.333333333333
34.2,33.5,31.8
151.9,161.35,142.8
13.65,13.8333333333333,10.6
11.6,12.1,9.7
20.7,12.6,19.8
33.8,46.8,45.4
24.9333333333333,22.8,20.3
46.1333333333333,42.3,40.8333333333333
18.45,22.2,20.4
1554.76666666667,1504.125,1339.83333333333
122.633333333333,119.275,113.433333333333
3104.56666666667,3139.975,2984.33333333333
2955.63333333333,2910.475,2854.9
16,15.7,14.8
23.5666666666667,21.825,28.0666666666667
17,18.775,16.7333333333333
16.2,18.4,12.4
79.6333333333333,65.65,79
155.3,155.25,152.033333333333
65.8666666666667,68.975,111.733333333333
5360.73333333333,5237.35,5438.66666666667
16.9,18.1,16.7
665.3,596.65,684.933333333333
347.466666666667,311.625,385.5
18.5,16.65,18.95
17.25,17,14.2
19.9,22.3333333333333,16.35
306.966666666667,294.025,301.666666666667
379.633333333333,378.725,436.466666666667
58.1333333333333,52.125,46.8
732.666666666667,770.1,671
37.1666666666667,34.65,41.3333333333333
181,153.75,184.666666666667
323.733333333333,291.2,295.033333333333
857.366666666667,876.175,810.133333333333
68.8,68.05,66.95
774.466666666667,818.9,733.633333333333
17.2,15.45,15.1333333333333
63.2666666666667,59.4,66.7666666666667
84.0333333333333,91.925,93.3333333333333
303.633333333333,264.875,244.966666666667
11.4,13.3,12.2
113.3,105.675,112.433333333333
1075.26666666667,1033.775,1029.06666666667
415.366666666667,377.75,399.266666666667
280.133333333333,288.175,358.566666666667
22.6,21.1,16.5
13.7,15.6,17
13.2,15.9,16.8
86.3666666666667,77.525,73.3333333333333
140.4,134.925,111
846.133333333333,886.4,831.233333333333
12,9.8,11.8
169.2,156.575,167.7
12.7,11.8,16.4
153.566666666667,168.95,179.133333333333
27.5,23.4333333333333,20.65
81.2333333333333,62.075,76.5666666666667
628.733333333333,603.05,530.533333333333
132.033333333333,150.925,133.7
37.4,34.125,27.7
43,39.8,38.85
18.3,17.825,17.3333333333333
87.15,80.85,76.65
21.0666666666667,21.375,19.6333333333333
80.75,87.75,70.95
69.85,77.6666666666667,70.95
2005.23333333333,1984.4,1888.2
1024.7,1026.825,1084.23333333333
163.933333333333,159.7,151.3
14.1,17,12.8
257.333333333333,259.55,246
22.1666666666667,19.75,21.3333333333333
76,70.3,54.7
129.4,109.175,123.9
37.8333333333333,42.675,40.1666666666667
27.0333333333333,26.875,26.8
59.0666666666667,44.775,57.5
58.3,68.05,49.05
1506.73333333333,1479.5,1513.76666666667
552.833333333333,511.925,533.333333333333
784.666666666667,675.975,700
148.633333333333,142.35,140.6
64.1,58.5,52.8
14.5,17.2,11.1
178.9,231.8,203.15
270.733333333333,246.175,262.533333333333
48.75,46.5666666666667,48.5
173,168.075,146.7
75.9666666666667,71.125,73.5333333333333
65.7,61.4,63.15
3173.76666666667,3117.425,3231.33333333333
575.733333333333,566.15,535
204.833333333333,236.5,200.933333333333
28,32.425,30.2
140.1,141.45,146.033333333333
2585.73333333333,2461.925,2497.06666666667
20.1,23.1,17
69.2,58.9,64.1
21.6666666666667,23.65,18.6666666666667
30.3,43.1,43.4
34.45,39.5666666666667,39.25
59.45,58.65,44.75
33.6,21.9,29.5
759.133333333333,668.225,721.4
30.35,28,17.55
222.1,273.3,248.566666666667
50.5333333333333,43.225,50.5333333333333
1965.23333333333,2093.375,2035.23333333333
246.333333333333,245.225,219.2
23.25,24.35,23.35
35.8333333333333,28.25,37.4666666666667
76.2333333333333,58.575,67.1
94.2666666666667,85.55,102.833333333333
596.366666666667,614.625,566.433333333333
31.9,41.1333333333333,31.3
376.733333333333,320.1,368.866666666667
43.3,39.9,42.45
33.9,34.4,39.2
44.1333333333333,41.675,44.0333333333333
128.566666666667,106.25,120.533333333333
85.9666666666667,79.9,89.0666666666667
29.7,26.35,26.05
134.233333333333,131.575,117.233333333333
73.8333333333333,76.9,69.7333333333333
103.633333333333,78.725,99.0333333333333
57.7333333333333,55.95,50.5
113.7,111.275,111.9
215.3,219.725,195.533333333333
53.0333333333333,47.575,49.4
777.533333333333,738.875,731.533333333333
515.1,540.675,552.233333333333
67.3,64.5,69.7
1969.96666666667,1891.525,2016.36666666667
26.7,27.3,23.75
24.4666666666667,26.975,24.5
19.5,20.15,19.1
23.1,20.775,22.4
188,201.025,187.633333333333
14152.9666666667,14163.575,14026.1
62.8,66.7,58.4
232.5,212.475,237.466666666667
17.5,17.25,14.5666666666667
77.5666666666667,76.45,73.3666666666667
519.6,502.425,566.766666666667
71.6666666666667,82.775,70.9666666666667
25.3,19.5,17.2
118.166666666667,125.925,136.433333333333
1693.6,1660.825,1707
27.7,26.3,23.1
1366.36666666667,1505.525,1299.13333333333
79.4,72.025,76.0333333333333
66.7333333333333,68.125,61.6
38.5666666666667,40.125,39.3
16.3666666666667,20.375,12.2
385.8,418.3,382.166666666667
113.433333333333,104.6,110.933333333333
243.866666666667,224.2,254.233333333333
73.25,60.8,46.45
257.566666666667,254.2,254.433333333333
80.2,84.125,79.8
31.45,37.3666666666667,34.25
75.7,71.6,60.2
25.2,24.75,27.95
41.2666666666667,39.4,35.9666666666667
7105.2,7188.875,7020.9
25.9,22.7,17
48.7333333333333,44.725,44.7666666666667
325.9,300.35,370.166666666667
124.6,107.175,111.366666666667
54.7,50.775,50.6666666666667
45.1,39.8,37
661.766666666667,759.225,681.866666666667
93.9333333333333,89.825,96.6333333333333
159.1,145.625,154.4
73.5666666666667,63.35,67.7
1147.76666666667,1094.775,1193.96666666667
37.65,40.4,31.75
136,130.825,127.8
187.5,163.225,171.033333333333
48,38.5,35.2
106.633333333333,123.975,105.4
70.9333333333333,53.5,60.2333333333333
144.8,136.275,128.366666666667
433.033333333333,423.55,424.166666666667
176.133333333333,182.2,169.933333333333
9.8,10.9,10.5
368.633333333333,358.225,356.2
278.833333333333,255.225,254.233333333333
214.566666666667,201.1,218.7
33.45,28.3666666666667,33.6
36.1333333333333,35.9,31.9333333333333
50.25,64.2333333333333,46.95
445.433333333333,470.975,463.433333333333
519.566666666667,488.55,517.9
59.9666666666667,54.75,63.3
33.3,35.8,28.9666666666667
28.6,33.7333333333333,26.7
279.533333333333,264.225,271.966666666667
1682.7,1710.125,1706.06666666667
352.166666666667,342.675,362
30.45,36.4333333333333,25.4
21.7,18.3,15.4
65,64.3,67.6333333333333
270.9,227.125,247.366666666667
2543.56666666667,2558.5,2492.76666666667
460.466666666667,435.425,443.7
17.4,19.4666666666667,11.25
142.166666666667,135.225,135.433333333333
140.3,135.1,143.933333333333
148,140.775,138.066666666667
19.2,11.5,16.8
183.433333333333,173.025,193.266666666667
173.466666666667,177.35,162.933333333333
753.433333333333,726.125,744
131.9,112.95,123.566666666667
720.433333333333,680.125,764.1
25.6666666666667,23.5,27.5
21.5,18.75,23.6
61.65,64.1,62.05
43.6333333333333,41.1,40.1333333333333
2535.23333333333,2356.575,2307
642.433333333333,605.825,592.1
24.8,26.4,27.8
86.5666666666667,83.9,86.8666666666667
1563.16666666667,1532.075,1471.43333333333
140.533333333333,137.75,128
946.433333333333,910.4,1026.33333333333
161.266666666667,161.5,143.8
400.3,361.2,365.933333333333
133.066666666667,129.225,136.633333333333
24.4333333333333,29.825,26.1
108.633333333333,103.6,103.8
115.2,113.225,113.033333333333
241.8,241.65,230.6
23.25,17.05,10.85
3786.33333333333,3680.125,3689.86666666667
2880.5,2960.05,3015.1
76.3666666666667,74.15,71.7
235.633333333333,271.425,218.1
1376.06666666667,1317.2,1527.03333333333
118.6,122.55,138.733333333333
67.9333333333333,67.8,64.0333333333333
133.3,132.1,120.45
353.8,319.85,330.466666666667
315.233333333333,272.825,331.433333333333
37.8,42.8,42
64.95,56.1333333333333,55.95
64.65,60.9,53.85
361.133333333333,334.45,324.866666666667
522.933333333333,498.875,586.633333333333
43.0666666666667,47.6,41.4
93.3333333333333,75.7,129.266666666667
374.1,366.825,329.433333333333
22,21.2,22.85
34.0666666666667,27.825,32.3333333333333
137.6,126.375,130.033333333333
21,21.4,20.9
122.166666666667,127.3,118.466666666667
253.233333333333,271.05,226.966666666667
34305.9666666667,34255.275,34066.0666666667
958.533333333333,932.25,1025.1
54.5,53.8,53.8
109.2,109.9,106.5
18.05,20.75,17.05
101.766666666667,111.375,103.6
210.766666666667,212.25,187.6
395.833333333333,387.925,356.733333333333
14.8,18.0666666666667,16.95
21.5333333333333,21.25,16.7333333333333
102.3,94.875,98.0333333333333
1432.4,1478.975,1383.2
19.6,21.4,17.8
401.5,399.375,377.7
14.4,13.5,10.1
114.633333333333,116.325,119.066666666667
38.15,36.2,29.7
403.466666666667,386.925,393.8
117.65,148.733333333333,140.25
9254.26666666667,9055.55,10488.1
69.1,67.925,66.2
25.85,27.45,31
54.6,45.575,51
343.9,284.25,346.166666666667
577.7,574.475,765.3
509.566666666667,511.325,508.233333333333
401.7,385.4,407.833333333333
5518.23333333333,5377.1,5805.2
262,247.15,265.533333333333
18.2,19.6,20.9
517.133333333333,466.3,466.5
211.533333333333,181.2,209.9
80.0333333333333,108.9,69.9333333333333
11,11.2,11.4
120.166666666667,102.7,118.2
526.9,527.725,534.5
684.966666666667,705.95,777.6
21.1,18,18.1
604.9,611.05,551.833333333333
154.666666666667,139.45,152.433333333333
109.833333333333,115.525,104.8
144.65,151.8,142.85
121.366666666667,116.45,123.1
2617.6,2578.15,2521.93333333333
20.6,18.9666666666667,17.9
202.866666666667,210.675,188.8
40.6,35.125,37.0666666666667
2816.33333333333,2794.925,3061.43333333333
34.05,34.2666666666667,27.3
220.333333333333,217.825,223.533333333333
331.8,325.975,316.133333333333
44.6,46.45,37.35
106.966666666667,101.875,99.3
483.366666666667,481.625,423.133333333333
81.15,79.9,72.75
2262.16666666667,2259.75,2271.43333333333
19.3,18.4,18.7
1727.06666666667,1705.85,1692.46666666667
42.0666666666667,43.25,45.8666666666667
375.466666666667,405.75,323.666666666667
367.766666666667,338.825,362.633333333333
21.8333333333333,21.825,21.8
293.333333333333,287.75,269.433333333333
42.5333333333333,35.175,38.1333333333333
23.45,23.45,24.85
16.8,23.6,14.9
235.766666666667,240.775,235.933333333333
378.133333333333,405.325,418.866666666667
40.1,38.3,39.4
248.333333333333,258.05,249.6
534.7,521.4,540.633333333333
15.1666666666667,16.8,18.3
22.5,18.4,22.9
21.6333333333333,22.95,22.3
57.4333333333333,54.65,61.5
92.5666666666667,66.75,81.2
12292.8333333333,12589.025,11724.6
40.85,42.75,43.15
2184.5,2170.25,2231.7
29.4,29.6,34.6
34.9666666666667,37.675,37.6666666666667
60.4333333333333,52.625,58.3333333333333
44.2333333333333,46.825,40.0666666666667
71.5333333333333,63.75,65.9333333333333
2810.66666666667,2755.35,2645.76666666667
27.7,31.9,30.9
18.9,19.05,16.2
432.133333333333,408.4,456.1
18.7,20.2,20.4
75.1333333333333,69.675,82.4666666666667
112.533333333333,110.175,108.7
271.633333333333,264.7,318.466666666667
1443.46666666667,1417.4,1361.93333333333
210.7,188.05,207.6
13.3333333333333,14.325,12.8666666666667
22.2,20.4,26.2
565.366666666667,570.225,505.133333333333
75.4666666666667,59.475,67.2333333333333
45.2666666666667,48,41.1
50.4666666666667,46.425,51.3
58.3,60.625,59.8666666666667
70.2,61.3,64.7
281.4,261.425,262.666666666667
43.6666666666667,42.675,34.2666666666667
41.1333333333333,44.35,38
28.0333333333333,21.775,28.7666666666667
70.1,83.825,79.8333333333333
101.566666666667,105.725,101.3
269.766666666667,265.325,241.233333333333
262.6,255.1,276.4
530.9,467.825,490.2
41.8,37.2,48.6
163.233333333333,153.75,156.1
111.466666666667,94.975,104.8
35.45,32.7,30.15
47.7,47.6,49.15
13.1,15.6,9.1
55.7333333333333,48.7,52.8333333333333
102.633333333333,107.425,88.6666666666667
63.3666666666667,77.75,58.1333333333333
900.666666666667,866.5,736.833333333333
739.6,764.675,691.4
469.4,457.4,490.133333333333
435.933333333333,480.5,424.733333333333
17.5,17.7,17.8
16.7,15.5,15.6
420.2,364.975,397.2
88.2333333333333,94.175,89.5
91.9333333333333,77.8,82.4666666666667
2545.26666666667,2497.45,2499.23333333333
100.4,108.5,123.45
170.766666666667,194.85,171.466666666667
127.233333333333,121.3,140.7
21.6,26.7,20.3
43.7,43.475,49.1333333333333
60.5,52,57.9666666666667
70.7666666666667,63.85,64.9333333333333
199.466666666667,197.7,194.4
124.233333333333,131.6,121.8
62.1,58.075,58.9333333333333
98.3,97.575,96.1666666666667
305.933333333333,334.275,279.9
36.1,20.3,21.3
1469.7,1490.325,1529.1
196.933333333333,195.75,198.6
47.3333333333333,40.425,47.3333333333333
69.3666666666667,105.85,97.8
43.5666666666667,45.925,40.8333333333333
120.2,140.1,113.066666666667
104.6,96.025,104.6
589.633333333333,612.65,540.066666666667
75.7,73.95,77.8666666666667
323.1,339.725,318.933333333333
148.166666666667,151.175,142.233333333333
636.533333333333,573.2,628.033333333333
294.133333333333,285.2,304.5
241.633333333333,282.725,259.6
121.466666666667,144.325,131.6
46.5,39.675,47.1
50.9333333333333,39.475,55.6333333333333
2748.5,2780.675,2882.56666666667
250,252.95,284.566666666667
186.333333333333,175.025,178.333333333333
366.766666666667,309,326.8
16.4333333333333,15.975,15.9333333333333
148.533333333333,142.525,169.6
18.9,17.1,16.5
42.4,40.95,39.2
793.866666666667,761.775,757.933333333333
1179.56666666667,1220.425,1124.53333333333
364.7,358.7,353.766666666667
24.2,29,26.8
85.6666666666667,83.425,87.3666666666667
356.366666666667,343.6,364.033333333333
36.6,38.35,32.4
63.1,57.225,64.7
56.6333333333333,48.975,67.7666666666667
41.9,40.7,38.4
481.5,451.025,486.9
1099,1098.65,1038.6
280.666666666667,251.5,256.5
27.55,31.05,31.9
80.3,85.775,71.2666666666667
10269.9666666667,10751.75,10113.7333333333
1143.03333333333,1088.25,921.833333333333
4278.4,4170.625,4297.4
11.2,12.3,12
25.3333333333333,20.525,21.2666666666667
26.6,25.25,27.3333333333333
223.4,189.45,249.166666666667
163.9,155.475,142.633333333333
561.566666666667,553.4,531.333333333333
19.75,17.45,15.65
84.0666666666667,86.575,84.0666666666667
2473.76666666667,2433,2730.23333333333
24.8,20.4,24.6
80.6333333333333,89.55,84
170.4,158.075,188.733333333333
1973.7,2082.95,1992.96666666667
656.7,681.35,645.333333333333
21.3333333333333,19.425,21.5666666666667
14.1,15,14
249.833333333333,245.275,321.166666666667
239.333333333333,239.175,248.533333333333
43.2,38.3,40.1
501.233333333333,533.1,484.2
296.1,282.225,266.8
60.8666666666667,62.875,64.0666666666667
63.0666666666667,66.375,69.9666666666667
21.6,22.4,20.9
56.9666666666667,58.2,50.1
69.8333333333333,68.075,62.5333333333333
8538.73333333333,8671.9,8218.73333333333
151.433333333333,151.9,142.9
60.0333333333333,51.475,44.0666666666667
140.333333333333,140,144.5
63.15,64.1,59.25
73.3333333333333,77.05,55.2333333333333
91.3333333333333,87.8,84.3666666666667
62.7,69.65,57.5333333333333
550.133333333333,591.2,572.8
555.433333333333,537.525,535
143.7,144.15,154.966666666667
35.5,36.875,36.9666666666667
63.2,63.8,69
343.266666666667,302.075,309.766666666667
47.9,43.675,44.2333333333333
4349.8,4358.95,4064.7
76.6,88.175,73.0333333333333
19.0333333333333,15.575,17.4666666666667
82.2666666666667,80.825,78.2
84.2666666666667,82.65,94.5333333333333
177.233333333333,154.3,178.9
31.4666666666667,32.125,28.9333333333333
39.5,41.4,39.6
366.533333333333,381.125,348.933333333333
66,69,66.2666666666667
49.9666666666667,43.575,49.5666666666667
33.15,27.2333333333333,29.25
7094.36666666667,6877,6451.93333333333
367.6,364.2,322.866666666667
116.1,112.1,112.05
98.2333333333333,97.45,92.2666666666667
257.5,284.05,231.866666666667
88.65,91.25,92.8
639.366666666667,570.2,626.2
1148.66666666667,1141.575,1110.66666666667
702.666666666667,744.2,622.266666666667
18.9,20.6,24.4
2191.5,2132.425,2215.53333333333
36,37.7,30.4
2276.63333333333,2464.175,2245.8
3931.33333333333,3762.425,4102.03333333333
137.033333333333,136.075,137.3
1746.36666666667,1768.075,2050.56666666667
26.7,26.6,27
361,368.7,342.733333333333
1098.6,1116.775,1081.2
3054.06666666667,2901.575,2888.56666666667
33.8,34.1333333333333,25.35
31.2,36.5,33.7
430.433333333333,422.575,435.966666666667
85.9333333333333,88.4,87.9
119.666666666667,105.325,107.266666666667
654.766666666667,617.525,641.7
285.9,318.8,293.9
108.1,118.075,103.3
87.9,74.225,90.6333333333333
15.7,17.8,17.0333333333333
249.9,242.05,317.366666666667
3174.13333333333,3140.35,3110.53333333333
282.066666666667,276.625,285.833333333333
272.433333333333,268.075,270.266666666667
11862,11487.575,11946.2
17.1,18.975,14.7666666666667
13.4,12.9,8.4
972.1,972.675,942.8
1803.96666666667,1759.55,1848.16666666667
31.1,28.15,35.5
68.0666666666667,49.625,50.9666666666667
30.7,33.45,33.4
46.6333333333333,48.225,37.3666666666667
100.366666666667,90.825,89.7333333333333
2073.8,1949.2,2220.83333333333
693.566666666667,655.875,705.3
42.3333333333333,41.2,35.7333333333333
187.933333333333,203.35,164.4
268.333333333333,306.625,284.6
167.166666666667,178.125,165.633333333333
70.9666666666667,61.725,63.7666666666667
36.9,29.85,34.5
27.8,34,30.7
51.7666666666667,52.4,52.3
95.1333333333333,109.625,61.5
23.5,21.3,20.1
21.9,23.25,19.8
1036.6,1016.025,1051.9
74.8666666666667,84.1,80.4333333333333
438.2,426.45,379
372.066666666667,417.15,478.3
226.733333333333,244.425,195.933333333333
273.1,270.525,254.566666666667
2781.93333333333,2766.725,2540.33333333333
703.033333333333,673.775,617.2
453.033333333333,419.4,391.766666666667
27.9,24.675,28.5666666666667
234.933333333333,245.375,206.4
60,52.275,64.9333333333333
2127.66666666667,2111.15,2219.7
21,20.1,20.3
1048.5,1000.3,991.466666666667
2566.66666666667,2525,2950.36666666667
23.6,27.3333333333333,21.5
68.0333333333333,91.5,74.8
186,158.125,190.733333333333
81.5333333333333,69.65,79.1333333333333
194.433333333333,175.525,202.666666666667
1247.9,1150.75,1071.26666666667
8634.26666666667,8546.65,8678.2
3471.76666666667,3732.425,2457.76666666667
37.8333333333333,34.5,35.6666666666667
775.866666666667,757.875,765.866666666667
184,190.075,186.466666666667
494.066666666667,453.65,490.533333333333
19.1,18.3,17
355.066666666667,344.35,382.266666666667
414.933333333333,356.325,427.833333333333
30.35,36.3,38.15
53.5333333333333,62.7,58.0666666666667
32.9,36.6666666666667,31.7
121.6,109.075,91.6666666666667
641.233333333333,623.45,585.766666666667
347.066666666667,351.4,341.9
170.066666666667,154.675,156.033333333333
277.466666666667,289.7,277.9
314.433333333333,289.025,315.766666666667
782.366666666667,791.95,807.466666666667
17553.3666666667,17965.775,18436.5666666667
429.566666666667,388.275,358.366666666667
12.2,12.4,11.5
21.3,22.8,22
551.233333333333,570.3,535.5
535.2,539.475,506.133333333333
144.366666666667,131.525,133.633333333333
544.966666666667,522.2,570.566666666667
344.966666666667,358.6,363.566666666667
125.2,117.775,146.466666666667
96.1333333333333,106.825,91.8
36.9333333333333,32.15,39.3666666666667
122.95,121.7,111.25
1704.7,1664.975,1577.96666666667
804,785.425,806.7
800.466666666667,710.475,753.333333333333
42.9,43.45,52.6
17.3,16.9,13.65
79.2333333333333,86.325,88.2333333333333
119.733333333333,110.175,132
117.333333333333,124.475,113.8
342.9,334.725,354.866666666667
26.5,26.35,25.6333333333333
14.7,11.8,11.5
183.266666666667,197.8,187.5
486.733333333333,464.25,550.933333333333
92.0666666666667,74.725,89.4
107.833333333333,108.425,96.1333333333333
474.6,471.175,480.166666666667
202.566666666667,209.675,198.433333333333
111.933333333333,93.45,95.3
18.9,24.2,18.3
60.4,50.325,56.7
381.733333333333,369.85,502.033333333333
13.4,11.55,13.85
15.65,19.15,21.95
12.55,10.55,10.8
269,243.05,254.8
51.6,49.8,49.45
100.766666666667,85,92.8
24.9,24.8,20.2
14.7,15.1,15.2
16.6,15.2,13
634.3,652.35,634.733333333333
454.633333333333,435.8,440.1
116.566666666667,106.625,94.7666666666667
